date,store,item,sales
2015-09-29,2,38,103
2015-09-30,2,38,106
2015-10-01,2,38,101
2015-10-02,2,38,107
2015-10-03,2,38,128
2015-10-04,2,38,121
2015-10-05,2,38,78
2015-10-06,2,38,88
2015-10-07,2,38,88
2015-10-08,2,38,119
2015-10-09,2,38,117
2015-10-10,2,38,105
2015-10-11,2,38,129
2015-10-12,2,38,82
2015-10-13,2,38,97
2015-10-14,2,38,72
2015-10-15,2,38,88
2015-10-16,2,38,117
2015-10-17,2,38,119
2015-10-18,2,38,123
2015-10-19,2,38,82
2015-10-20,2,38,104
2015-10-21,2,38,111
2015-10-22,2,38,99
2015-10-23,2,38,93
2015-10-24,2,38,119
2015-10-25,2,38,120
2015-10-26,2,38,71
2015-10-27,2,38,96
2015-10-28,2,38,98
2015-10-29,2,38,111
2015-10-30,2,38,101
2015-10-31,2,38,122
2015-11-01,2,38,121
2015-11-02,2,38,77
2015-11-03,2,38,107
2015-11-04,2,38,85
2015-11-05,2,38,118
2015-11-06,2,38,120
2015-11-07,2,38,120
2015-11-08,2,38,120
2015-11-09,2,38,95
2015-11-10,2,38,89
2015-11-11,2,38,110
2015-11-12,2,38,128
2015-11-13,2,38,116
2015-11-14,2,38,119
2015-11-15,2,38,115
2015-11-16,2,38,95
2015-11-17,2,38,113
2015-11-18,2,38,104
2015-11-19,2,38,105
2015-11-20,2,38,107
2015-11-21,2,38,128
2015-11-22,2,38,147
2015-11-23,2,38,77
2015-11-24,2,38,100
2015-11-25,2,38,100
2015-11-26,2,38,111
2015-11-27,2,38,105
2015-11-28,2,38,125
2015-11-29,2,38,131
2015-11-30,2,38,85
2015-12-01,2,38,51
2015-12-02,2,38,74
2015-12-03,2,38,80
2015-12-04,2,38,92
2015-12-05,2,38,86
2015-12-06,2,38,100
2015-12-07,2,38,60
2015-12-08,2,38,66
2015-12-09,2,38,66
2015-12-10,2,38,85
2015-12-11,2,38,78
2015-12-12,2,38,102
2015-12-13,2,38,97
2015-12-14,2,38,63
2015-12-15,2,38,65
2015-12-16,2,38,92
2015-12-17,2,38,87
2015-12-18,2,38,79
2015-12-19,2,38,86
2015-12-20,2,38,106
2015-12-21,2,38,58
2015-12-22,2,38,72
2015-12-23,2,38,69
2015-12-24,2,38,71
2015-12-25,2,38,74
2015-12-26,2,38,89
2015-12-27,2,38,81
2015-12-28,2,38,62
2015-12-29,2,38,83
2015-12-30,2,38,79
2015-12-31,2,38,75
2016-01-01,2,38,83
2016-01-02,2,38,80
2016-01-03,2,38,90
2016-01-04,2,38,61
2016-01-05,2,38,73
2016-01-06,2,38,62
2016-01-07,2,38,68
2016-01-08,2,38,77
2016-01-09,2,38,90
2016-01-10,2,38,94
2016-01-11,2,38,56
2016-01-12,2,38,79
2016-01-13,2,38,74
2016-01-14,2,38,82
2016-01-15,2,38,78
2016-01-16,2,38,89
2016-01-17,2,38,85
2016-01-18,2,38,66
2016-01-19,2,38,71
2016-01-20,2,38,64
2016-01-21,2,38,80
2016-01-22,2,38,76
2016-01-23,2,38,93
2016-01-24,2,38,98
2016-01-25,2,38,50
2016-01-26,2,38,69
2016-01-27,2,38,78
2016-01-28,2,38,82
2016-01-29,2,38,60
2016-01-30,2,38,75
2016-01-31,2,38,103
2016-02-01,2,38,61
2016-02-02,2,38,87
2016-02-03,2,38,85
2016-02-04,2,38,77
2016-02-05,2,38,77
2016-02-06,2,38,99
2016-02-07,2,38,82
2016-02-08,2,38,47
2016-02-09,2,38,77
2016-02-10,2,38,73
2016-02-11,2,38,88
2016-02-12,2,38,95
2016-02-13,2,38,91
2016-02-14,2,38,86
2016-02-15,2,38,62
2016-02-16,2,38,81
2016-02-17,2,38,91
2016-02-18,2,38,83
2016-02-19,2,38,102
2016-02-20,2,38,76
2016-02-21,2,38,110
2016-02-22,2,38,71
2016-02-23,2,38,74
2016-02-24,2,38,98
2016-02-25,2,38,87
2016-02-26,2,38,82
2016-02-27,2,38,78
2016-02-28,2,38,88
2016-02-29,2,38,77
2016-03-01,2,38,98
2016-03-02,2,38,89
2016-03-03,2,38,105
2016-03-04,2,38,107
2016-03-05,2,38,123
2016-03-06,2,38,119
2016-03-07,2,38,91
2016-03-08,2,38,90
2016-03-09,2,38,100
2016-03-10,2,38,98
2016-03-11,2,38,79
2016-03-12,2,38,108
2016-03-13,2,38,124
2016-03-14,2,38,90
2016-03-15,2,38,92
2016-03-16,2,38,84
2016-03-17,2,38,107
2016-03-18,2,38,124
2016-03-19,2,38,128
2016-03-20,2,38,130
2016-03-21,2,38,83
2016-03-22,2,38,103
2016-03-23,2,38,71
2016-03-24,2,38,106
2016-03-25,2,38,86
2016-03-26,2,38,115
2016-03-27,2,38,120
2016-03-28,2,38,84
2016-03-29,2,38,89
2016-03-30,2,38,90
2016-03-31,2,38,83
2016-04-01,2,38,134
2016-04-02,2,38,113
2016-04-03,2,38,134
2016-04-04,2,38,89
2016-04-05,2,38,114
2016-04-06,2,38,122
2016-04-07,2,38,125
2016-04-08,2,38,137
2016-04-09,2,38,123
2016-04-10,2,38,122
2016-04-11,2,38,91
2016-04-12,2,38,108
2016-04-13,2,38,99
2016-04-14,2,38,112
2016-04-15,2,38,121
2016-04-16,2,38,132
2016-04-17,2,38,140
2016-04-18,2,38,103
2016-04-19,2,38,107
2016-04-20,2,38,107
2016-04-21,2,38,111
2016-04-22,2,38,127
2016-04-23,2,38,139
2016-04-24,2,38,141
2016-04-25,2,38,94
2016-04-26,2,38,100
2016-04-27,2,38,120
2016-04-28,2,38,132
2016-04-29,2,38,140
2016-04-30,2,38,128
2016-05-01,2,38,143
2016-05-02,2,38,94
2016-05-03,2,38,125
2016-05-04,2,38,122
2016-05-05,2,38,117
2016-05-06,2,38,129
2016-05-07,2,38,122
2016-05-08,2,38,119
2016-05-09,2,38,115
2016-05-10,2,38,108
2016-05-11,2,38,119
2016-05-12,2,38,121
2016-05-13,2,38,138
2016-05-14,2,38,127
2016-05-15,2,38,168
2016-05-16,2,38,109
2016-05-17,2,38,130
2016-05-18,2,38,115
2016-05-19,2,38,143
2016-05-20,2,38,148
2016-05-21,2,38,120
2016-05-22,2,38,147
2016-05-23,2,38,97
2016-05-24,2,38,114
2016-05-25,2,38,129
2016-05-26,2,38,109
2016-05-27,2,38,134
2016-05-28,2,38,145
2016-05-29,2,38,166
2016-05-30,2,38,104
2016-05-31,2,38,127
2016-06-01,2,38,120
2016-06-02,2,38,141
2016-06-03,2,38,137
2016-06-04,2,38,149
2016-06-05,2,38,159
2016-06-06,2,38,103
2016-06-07,2,38,132
2016-06-08,2,38,107
2016-06-09,2,38,151
2016-06-10,2,38,129
2016-06-11,2,38,161
2016-06-12,2,38,154
2016-06-13,2,38,118
2016-06-14,2,38,98
2016-06-15,2,38,137
2016-06-16,2,38,128
2016-06-17,2,38,162
2016-06-18,2,38,155
2016-06-19,2,38,168
2016-06-20,2,38,107
2016-06-21,2,38,120
2016-06-22,2,38,120
2016-06-23,2,38,142
2016-06-24,2,38,143
2016-06-25,2,38,147
2016-06-26,2,38,172
2016-06-27,2,38,97
2016-06-28,2,38,108
2016-06-29,2,38,115
2016-06-30,2,38,148
2016-07-01,2,38,156
2016-07-02,2,38,161
2016-07-03,2,38,164
2016-07-04,2,38,120
2016-07-05,2,38,136
2016-07-06,2,38,124
2016-07-07,2,38,144
2016-07-08,2,38,141
2016-07-09,2,38,172
2016-07-10,2,38,164
2016-07-11,2,38,118
2016-07-12,2,38,123
2016-07-13,2,38,121
2016-07-14,2,38,156
2016-07-15,2,38,140
2016-07-16,2,38,155
2016-07-17,2,38,178
2016-07-18,2,38,111
2016-07-19,2,38,106
2016-07-20,2,38,124
2016-07-21,2,38,143
2016-07-22,2,38,178
2016-07-23,2,38,159
2016-07-24,2,38,150
2016-07-25,2,38,120
2016-07-26,2,38,142
2016-07-27,2,38,127
2016-07-28,2,38,143
2016-07-29,2,38,137
2016-07-30,2,38,184
2016-07-31,2,38,181
2016-08-01,2,38,92
2016-08-02,2,38,132
2016-08-03,2,38,128
2016-08-04,2,38,128
2016-08-05,2,38,140
2016-08-06,2,38,136
2016-08-07,2,38,145
2016-08-08,2,38,95
2016-08-09,2,38,118
2016-08-10,2,38,115
2016-08-11,2,38,122
2016-08-12,2,38,131
2016-08-13,2,38,172
2016-08-14,2,38,150
2016-08-15,2,38,94
2016-08-16,2,38,116
2016-08-17,2,38,106
2016-08-18,2,38,145
2016-08-19,2,38,157
2016-08-20,2,38,136
2016-08-21,2,38,146
2016-08-22,2,38,102
2016-08-23,2,38,113
2016-08-24,2,38,130
2016-08-25,2,38,130
2016-08-26,2,38,146
2016-08-27,2,38,140
2016-08-28,2,38,152
2016-08-29,2,38,100
2016-08-30,2,38,102
2016-08-31,2,38,115
2016-09-01,2,38,112
2016-09-02,2,38,121
2016-09-03,2,38,133
2016-09-04,2,38,126
2016-09-05,2,38,88
2016-09-06,2,38,103
2016-09-07,2,38,107
2016-09-08,2,38,106
2016-09-09,2,38,114
2016-09-10,2,38,130
2016-09-11,2,38,121
2016-09-12,2,38,103
2016-09-13,2,38,114
2016-09-14,2,38,96
2016-09-15,2,38,110
2016-09-16,2,38,136
2016-09-17,2,38,123
2016-09-18,2,38,140
2016-09-19,2,38,96
2016-09-20,2,38,117
2016-09-21,2,38,98
2016-09-22,2,38,109
2016-09-23,2,38,111
2016-09-24,2,38,137
2016-09-25,2,38,139
2016-09-26,2,38,91
2016-09-27,2,38,104
2016-09-28,2,38,112
2016-09-29,2,38,96
2016-09-30,2,38,136
2016-10-01,2,38,114
2016-10-02,2,38,148
2016-10-03,2,38,75
2016-10-04,2,38,94
2016-10-05,2,38,104
2016-10-06,2,38,113
2016-10-07,2,38,104
2016-10-08,2,38,137
2016-10-09,2,38,131
2016-10-10,2,38,97
2016-10-11,2,38,127
2016-10-12,2,38,94
2016-10-13,2,38,118
2016-10-14,2,38,110
2016-10-15,2,38,112
2016-10-16,2,38,130
2016-10-17,2,38,63
2016-10-18,2,38,96
2016-10-19,2,38,99
2016-10-20,2,38,117
2016-10-21,2,38,117
2016-10-22,2,38,126
2016-10-23,2,38,119
2016-10-24,2,38,87
2016-10-25,2,38,99
2016-10-26,2,38,106
2016-10-27,2,38,123
2016-10-28,2,38,123
2016-10-29,2,38,113
2016-10-30,2,38,133
2016-10-31,2,38,85
2016-11-01,2,38,124
2016-11-02,2,38,134
2016-11-03,2,38,110
2016-11-04,2,38,128
2016-11-05,2,38,134
2016-11-06,2,38,130
2016-11-07,2,38,103
2016-11-08,2,38,107
2016-11-09,2,38,112
2016-11-10,2,38,95
2016-11-11,2,38,131
2016-11-12,2,38,124
2016-11-13,2,38,138
2016-11-14,2,38,101
2016-11-15,2,38,96
2016-11-16,2,38,106
2016-11-17,2,38,120
2016-11-18,2,38,127
2016-11-19,2,38,129
2016-11-20,2,38,133
2016-11-21,2,38,92
2016-11-22,2,38,100
2016-11-23,2,38,99
2016-11-24,2,38,92
2016-11-25,2,38,128
2016-11-26,2,38,128
2016-11-27,2,38,139
2016-11-28,2,38,66
2016-11-29,2,38,92
2016-11-30,2,38,126
2016-12-01,2,38,90
2016-12-02,2,38,89
2016-12-03,2,38,110
2016-12-04,2,38,110
2016-12-05,2,38,63
2016-12-06,2,38,67
2016-12-07,2,38,89
2016-12-08,2,38,90
2016-12-09,2,38,81
2016-12-10,2,38,107
2016-12-11,2,38,106
2016-12-12,2,38,64
2016-12-13,2,38,67
2016-12-14,2,38,62
2016-12-15,2,38,81
2016-12-16,2,38,86
2016-12-17,2,38,86
2016-12-18,2,38,106
2016-12-19,2,38,73
2016-12-20,2,38,65
2016-12-21,2,38,67
2016-12-22,2,38,73
2016-12-23,2,38,78
2016-12-24,2,38,83
2016-12-25,2,38,114
2016-12-26,2,38,56
2016-12-27,2,38,78
2016-12-28,2,38,80
2016-12-29,2,38,93
2016-12-30,2,38,84
2016-12-31,2,38,96
2017-01-01,2,38,89
2017-01-02,2,38,56
2017-01-03,2,38,70
2017-01-04,2,38,68
2017-01-05,2,38,90
2017-01-06,2,38,86
2017-01-07,2,38,102
2017-01-08,2,38,86
2017-01-09,2,38,58
2017-01-10,2,38,79
2017-01-11,2,38,68
2017-01-12,2,38,65
2017-01-13,2,38,82
2017-01-14,2,38,90
2017-01-15,2,38,105
2017-01-16,2,38,58
2017-01-17,2,38,66
2017-01-18,2,38,69
2017-01-19,2,38,75
2017-01-20,2,38,77
2017-01-21,2,38,78
2017-01-22,2,38,91
2017-01-23,2,38,54
2017-01-24,2,38,61
2017-01-25,2,38,70
2017-01-26,2,38,76
2017-01-27,2,38,75
2017-01-28,2,38,84
2017-01-29,2,38,73
2017-01-30,2,38,68
2017-01-31,2,38,68
2017-02-01,2,38,80
2017-02-02,2,38,92
2017-02-03,2,38,103
2017-02-04,2,38,100
2017-02-05,2,38,103
2017-02-06,2,38,78
2017-02-07,2,38,68
2017-02-08,2,38,81
2017-02-09,2,38,71
2017-02-10,2,38,73
2017-02-11,2,38,104
2017-02-12,2,38,125
2017-02-13,2,38,79
2017-02-14,2,38,80
2017-02-15,2,38,71
2017-02-16,2,38,78
2017-02-17,2,38,86
2017-02-18,2,38,110
2017-02-19,2,38,98
2017-02-20,2,38,61
2017-02-21,2,38,83
2017-02-22,2,38,73
2017-02-23,2,38,111
2017-02-24,2,38,97
2017-02-25,2,38,107
2017-02-26,2,38,84
2017-02-27,2,38,77
2017-02-28,2,38,81
2017-03-01,2,38,83
2017-03-02,2,38,106
2017-03-03,2,38,116
2017-03-04,2,38,122
2017-03-05,2,38,139
2017-03-06,2,38,90
2017-03-07,2,38,94
2017-03-08,2,38,100
2017-03-09,2,38,110
2017-03-10,2,38,112
2017-03-11,2,38,100
2017-03-12,2,38,115
2017-03-13,2,38,80
2017-03-14,2,38,111
2017-03-15,2,38,95
2017-03-16,2,38,117
2017-03-17,2,38,139
2017-03-18,2,38,116
2017-03-19,2,38,130
2017-03-20,2,38,84
2017-03-21,2,38,110
2017-03-22,2,38,111
2017-03-23,2,38,116
2017-03-24,2,38,108
2017-03-25,2,38,120
2017-03-26,2,38,129
2017-03-27,2,38,87
2017-03-28,2,38,107
2017-03-29,2,38,94
2017-03-30,2,38,96
2017-03-31,2,38,100
2017-04-01,2,38,136
2017-04-02,2,38,137
2017-04-03,2,38,79
2017-04-04,2,38,130
2017-04-05,2,38,107
2017-04-06,2,38,112
2017-04-07,2,38,121
2017-04-08,2,38,133
2017-04-09,2,38,136
2017-04-10,2,38,105
2017-04-11,2,38,116
2017-04-12,2,38,124
2017-04-13,2,38,128
2017-04-14,2,38,122
2017-04-15,2,38,154
2017-04-16,2,38,111
2017-04-17,2,38,80
2017-04-18,2,38,112
2017-04-19,2,38,124
2017-04-20,2,38,132
2017-04-21,2,38,137
2017-04-22,2,38,145
2017-04-23,2,38,140
2017-04-24,2,38,99
2017-04-25,2,38,130
2017-04-26,2,38,127
2017-04-27,2,38,104
2017-04-28,2,38,117
2017-04-29,2,38,127
2017-04-30,2,38,173
2017-05-01,2,38,91
2017-05-02,2,38,141
2017-05-03,2,38,116
2017-05-04,2,38,137
2017-05-05,2,38,143
2017-05-06,2,38,165
2017-05-07,2,38,140
2017-05-08,2,38,111
2017-05-09,2,38,134
2017-05-10,2,38,134
2017-05-11,2,38,145
2017-05-12,2,38,122
2017-05-13,2,38,141
2017-05-14,2,38,169
2017-05-15,2,38,117
2017-05-16,2,38,122
2017-05-17,2,38,124
2017-05-18,2,38,132
2017-05-19,2,38,140
2017-05-20,2,38,154
2017-05-21,2,38,151
2017-05-22,2,38,99
2017-05-23,2,38,123
2017-05-24,2,38,98
2017-05-25,2,38,140
2017-05-26,2,38,130
2017-05-27,2,38,164
2017-05-28,2,38,150
2017-05-29,2,38,114
2017-05-30,2,38,87
2017-05-31,2,38,128
2017-06-01,2,38,136
2017-06-02,2,38,146
2017-06-03,2,38,164
2017-06-04,2,38,153
2017-06-05,2,38,116
2017-06-06,2,38,117
2017-06-07,2,38,124
2017-06-08,2,38,148
2017-06-09,2,38,131
2017-06-10,2,38,157
2017-06-11,2,38,163
2017-06-12,2,38,106
2017-06-13,2,38,116
2017-06-14,2,38,131
2017-06-15,2,38,149
2017-06-16,2,38,165
2017-06-17,2,38,142
2017-06-18,2,38,183
2017-06-19,2,38,105
2017-06-20,2,38,124
2017-06-21,2,38,140
2017-06-22,2,38,143
2017-06-23,2,38,166
2017-06-24,2,38,152
2017-06-25,2,38,161
2017-06-26,2,38,115
2017-06-27,2,38,114
2017-06-28,2,38,113
2017-06-29,2,38,145
2017-06-30,2,38,151
2017-07-01,2,38,169
2017-07-02,2,38,159
2017-07-03,2,38,115
2017-07-04,2,38,111
2017-07-05,2,38,147
2017-07-06,2,38,140
2017-07-07,2,38,155
2017-07-08,2,38,166
2017-07-09,2,38,180
2017-07-10,2,38,111
2017-07-11,2,38,136
2017-07-12,2,38,138
2017-07-13,2,38,150
2017-07-14,2,38,156
2017-07-15,2,38,175
2017-07-16,2,38,183
2017-07-17,2,38,111
2017-07-18,2,38,144
2017-07-19,2,38,141
2017-07-20,2,38,137
2017-07-21,2,38,151
2017-07-22,2,38,183
2017-07-23,2,38,176
2017-07-24,2,38,121
2017-07-25,2,38,139
2017-07-26,2,38,119
2017-07-27,2,38,151
2017-07-28,2,38,149
2017-07-29,2,38,159
2017-07-30,2,38,188
2017-07-31,2,38,96
2017-08-01,2,38,114
2017-08-02,2,38,116
2017-08-03,2,38,117
2017-08-04,2,38,122
2017-08-05,2,38,158
2017-08-06,2,38,158
2017-08-07,2,38,94
2017-08-08,2,38,111
2017-08-09,2,38,125
2017-08-10,2,38,105
2017-08-11,2,38,127
2017-08-12,2,38,138
2017-08-13,2,38,125
2017-08-14,2,38,119
2017-08-15,2,38,126
2017-08-16,2,38,120
2017-08-17,2,38,126
2017-08-18,2,38,138
2017-08-19,2,38,127
2017-08-20,2,38,158
2017-08-21,2,38,76
2017-08-22,2,38,139
2017-08-23,2,38,134
2017-08-24,2,38,138
2017-08-25,2,38,140
2017-08-26,2,38,134
2017-08-27,2,38,151
2017-08-28,2,38,126
2017-08-29,2,38,131
2017-08-30,2,38,104
2017-08-31,2,38,118
2017-09-01,2,38,112
2017-09-02,2,38,140
2017-09-03,2,38,149
2017-09-04,2,38,125
2017-09-05,2,38,116
2017-09-06,2,38,97
2017-09-07,2,38,111
2017-09-08,2,38,147
2017-09-09,2,38,131
2017-09-10,2,38,148
2017-09-11,2,38,98
2017-09-12,2,38,115
2017-09-13,2,38,131
2017-09-14,2,38,106
2017-09-15,2,38,133
2017-09-16,2,38,173
2017-09-17,2,38,152
2017-09-18,2,38,96
2017-09-19,2,38,114
2017-09-20,2,38,112
2017-09-21,2,38,149
2017-09-22,2,38,120
2017-09-23,2,38,142
2017-09-24,2,38,150
2017-09-25,2,38,111
2017-09-26,2,38,113
2017-09-27,2,38,121
2017-09-28,2,38,136
2017-09-29,2,38,126
2017-09-30,2,38,139
2017-10-01,2,38,141
2017-10-02,2,38,95
2017-10-03,2,38,126
2017-10-04,2,38,118
2017-10-05,2,38,119
2017-10-06,2,38,141
2017-10-07,2,38,142
2017-10-08,2,38,151
2017-10-09,2,38,85
2017-10-10,2,38,94
2017-10-11,2,38,116
2017-10-12,2,38,122
2017-10-13,2,38,123
2017-10-14,2,38,136
2017-10-15,2,38,144
2017-10-16,2,38,112
2017-10-17,2,38,108
2017-10-18,2,38,102
2017-10-19,2,38,133
2017-10-20,2,38,126
2017-10-21,2,38,134
2017-10-22,2,38,132
2017-10-23,2,38,78
2017-10-24,2,38,112
2017-10-25,2,38,109
2017-10-26,2,38,107
2017-10-27,2,38,121
2017-10-28,2,38,136
2017-10-29,2,38,113
2017-10-30,2,38,107
2017-10-31,2,38,111
2017-11-01,2,38,106
2017-11-02,2,38,130
2017-11-03,2,38,133
2017-11-04,2,38,122
2017-11-05,2,38,131
2017-11-06,2,38,97
2017-11-07,2,38,120
2017-11-08,2,38,114
2017-11-09,2,38,117
2017-11-10,2,38,144
2017-11-11,2,38,121
2017-11-12,2,38,150
2017-11-13,2,38,98
2017-11-14,2,38,138
2017-11-15,2,38,91
2017-11-16,2,38,120
2017-11-17,2,38,122
2017-11-18,2,38,147
2017-11-19,2,38,153
2017-11-20,2,38,88
2017-11-21,2,38,114
2017-11-22,2,38,104
2017-11-23,2,38,130
2017-11-24,2,38,130
2017-11-25,2,38,141
2017-11-26,2,38,146
2017-11-27,2,38,100
2017-11-28,2,38,124
2017-11-29,2,38,119
2017-11-30,2,38,108
2017-12-01,2,38,94
2017-12-02,2,38,97
2017-12-03,2,38,120
2017-12-04,2,38,62
2017-12-05,2,38,79
2017-12-06,2,38,82
2017-12-07,2,38,106
2017-12-08,2,38,86
2017-12-09,2,38,86
2017-12-10,2,38,99
2017-12-11,2,38,73
2017-12-12,2,38,87
2017-12-13,2,38,72
2017-12-14,2,38,76
2017-12-15,2,38,109
2017-12-16,2,38,89
2017-12-17,2,38,86
2017-12-18,2,38,87
2017-12-19,2,38,83
2017-12-20,2,38,83
2017-12-21,2,38,91
2017-12-22,2,38,76
2017-12-23,2,38,107
2017-12-24,2,38,116
2017-12-25,2,38,64
2017-12-26,2,38,73
2017-12-27,2,38,82
2017-12-28,2,38,96
2017-12-29,2,38,110
2017-12-30,2,38,95
2017-12-31,2,38,120
2013-01-01,3,38,42
2013-01-02,3,38,58
2013-01-03,3,38,37
2013-01-04,3,38,69
2013-01-05,3,38,54
2013-01-06,3,38,65
2013-01-07,3,38,38
2013-01-08,3,38,53
2013-01-09,3,38,49
2013-01-10,3,38,59
2013-01-11,3,38,49
2013-01-12,3,38,62
2013-01-13,3,38,58
2013-01-14,3,38,36
2013-01-15,3,38,55
2013-01-16,3,38,50
2013-01-17,3,38,49
2013-01-18,3,38,66
2013-01-19,3,38,49
2013-01-20,3,38,64
2013-01-21,3,38,40
2013-01-22,3,38,54
2013-01-23,3,38,49
2013-01-24,3,38,64
2013-01-25,3,38,64
2013-01-26,3,38,66
2013-01-27,3,38,56
2013-01-28,3,38,42
2013-01-29,3,38,57
2013-01-30,3,38,34
2013-01-31,3,38,63
2013-02-01,3,38,69
2013-02-02,3,38,56
2013-02-03,3,38,66
2013-02-04,3,38,39
2013-02-05,3,38,62
2013-02-06,3,38,52
2013-02-07,3,38,59
2013-02-08,3,38,64
2013-02-09,3,38,52
2013-02-10,3,38,64
2013-02-11,3,38,46
2013-02-12,3,38,50
2013-02-13,3,38,55
2013-02-14,3,38,80
2013-02-15,3,38,60
2013-02-16,3,38,44
2013-02-17,3,38,63
2013-02-18,3,38,43
2013-02-19,3,38,45
2013-02-20,3,38,60
2013-02-21,3,38,56
2013-02-22,3,38,64
2013-02-23,3,38,41
2013-02-24,3,38,66
2013-02-25,3,38,42
2013-02-26,3,38,64
2013-02-27,3,38,58
2013-02-28,3,38,62
2013-03-01,3,38,67
2013-03-02,3,38,76
2013-03-03,3,38,94
2013-03-04,3,38,51
2013-03-05,3,38,64
2013-03-06,3,38,69
2013-03-07,3,38,60
2013-03-08,3,38,63
2013-03-09,3,38,71
2013-03-10,3,38,80
2013-03-11,3,38,56
2013-03-12,3,38,65
2013-03-13,3,38,71
2013-03-14,3,38,77
2013-03-15,3,38,74
2013-03-16,3,38,67
2013-03-17,3,38,98
2013-03-18,3,38,47
2013-03-19,3,38,63
2013-03-20,3,38,53
2013-03-21,3,38,62
2013-03-22,3,38,61
2013-03-23,3,38,61
2013-03-24,3,38,98
2013-03-25,3,38,56
2013-03-26,3,38,72
2013-03-27,3,38,78
2013-03-28,3,38,70
2013-03-29,3,38,71
2013-03-30,3,38,62
2013-03-31,3,38,69
2013-04-01,3,38,78
2013-04-02,3,38,74
2013-04-03,3,38,76
2013-04-04,3,38,65
2013-04-05,3,38,98
2013-04-06,3,38,90
2013-04-07,3,38,80
2013-04-08,3,38,56
2013-04-09,3,38,60
2013-04-10,3,38,110
2013-04-11,3,38,77
2013-04-12,3,38,80
2013-04-13,3,38,98
2013-04-14,3,38,96
2013-04-15,3,38,57
2013-04-16,3,38,68
2013-04-17,3,38,82
2013-04-18,3,38,81
2013-04-19,3,38,90
2013-04-20,3,38,74
2013-04-21,3,38,91
2013-04-22,3,38,71
2013-04-23,3,38,79
2013-04-24,3,38,64
2013-04-25,3,38,71
2013-04-26,3,38,96
2013-04-27,3,38,97
2013-04-28,3,38,74
2013-04-29,3,38,66
2013-04-30,3,38,70
2013-05-01,3,38,72
2013-05-02,3,38,86
2013-05-03,3,38,87
2013-05-04,3,38,114
2013-05-05,3,38,110
2013-05-06,3,38,72
2013-05-07,3,38,60
2013-05-08,3,38,84
2013-05-09,3,38,95
2013-05-10,3,38,86
2013-05-11,3,38,79
2013-05-12,3,38,105
2013-05-13,3,38,66
2013-05-14,3,38,61
2013-05-15,3,38,84
2013-05-16,3,38,91
